draw_no,date,n1,n2,n3,n4,n5,n6,bonus,sales,w1_prize,w1_winners,w2_prize,w2_winners,w3_prize,w3_winners,w4_prize,w4_winners,w5_prize,w5_winners,auto,semi_auto,manual
1,2002-12-07,10,23,29,33,37,40,16,3681782000,0,0,143934100,1,5140500,28,113400,2537,10000,40155,,,
2,2002-12-14,9,13,21,25,32,42,2,4904274000,2002006800,1,94866800,2,1842000,103,100800,3763,10000,55480,,,
3,2002-12-21,11,16,19,21,27,31,30,4729342000,2000000000,1,0,0,1174100,139,54900,5940,10000,73256,,,
4,2002-12-28,14,27,30,31,40,42,2,5271464000,0,0,211191200,1,7282400,29,152100,2777,10000,52382,,,
5,2003-01-04,16,24,29,40,41,42,3,6277102000,0,0,0,0,6033800,42,166500,3043,10000,60434,,,
6,2003-01-11,14,15,26,27,40,42,34,15305356000,6574451700,1,196297600,3,4267300,138,87600,13445,10000,176375,,,
7,2003-01-18,2,9,16,25,26,40,42,12794890000,0,0,48165000,9,1605500,270,65500,13229,10000,206259,,,
8,2003-01-25,8,19,25,34,37,39,9,20751450000,0,0,131555000,6,2268100,348,110500,14279,10000,248242,,,
9,2003-02-01,2,4,16,17,36,39,14,73624020000,0,0,769456500,4,8743800,352,260000,23672,10000,603375,,,
10,2003-02-08,9,25,30,33,41,44,6,260856392000,6430437900,13,40813400,236,856400,11247,27300,703234,10000,3410846,,,
11,2003-02-15,1,7,36,37,41,42,14,91925306000,4780152300,5,362132700,11,9307100,428,206800,38515,10000,612805,,,
12,2003-02-22,2,11,21,25,39,45,44,76255508000,1348845700,12,99914400,27,1417500,1903,70200,76845,10000,1115084,,,
13,2003-03-01,22,23,25,37,38,42,26,66532136000,0,0,433309300,6,5777400,450,175600,29601,10000,726751,,,
14,2003-03-08,2,6,12,31,33,40,15,99838648000,9375048300,4,130363400,28,2568700,1421,93900,77736,10000,1341756,,,
15,2003-03-15,3,4,16,30,31,37,13,73264910000,17014245000,1,177231700,16,5571100,509,144600,39202,10000,827538,,,
16,2003-03-22,6,7,24,37,38,40,33,75777348000,4377146100,4,243174700,12,3385200,862,123500,47255,10000,870770,,,
17,2003-03-29,3,4,9,17,32,37,1,72718152000,5349491200,3,297193900,9,2342100,1142,86700,61651,10000,961162,,,
18,2003-04-05,3,12,13,19,32,35,29,66371660000,0,0,175017300,15,3953700,664,136500,38453,10000,693323,,,
19,2003-04-12,6,30,38,39,40,43,26,105957818000,40722959400,1,297278500,14,5971100,697,150900,55154,10000,1135991,,,
20,2003-04-19,10,14,18,20,23,30,41,81056776000,19352212800,1,230383400,14,3632100,888,133900,48158,10000,827470,,,
21,2003-04-26,6,12,17,18,31,32,21,84247142000,797475400,23,117576500,26,1522400,2008,73600,82996,10000,1155368,,,
22,2003-05-03,4,5,6,8,17,39,25,79455152000,4552194900,4,94837300,32,3669600,827,113900,53248,10000,937961,,,
23,2003-05-10,5,13,17,18,33,42,44,77374256000,4317947700,4,125157900,23,2098100,1372,90300,63717,10000,990081,,,
24,2003-05-17,7,8,27,29,36,43,6,78486634000,0,0,176023700,18,3425300,925,120000,52777,10000,755905,,,
25,2003-05-24,2,4,21,26,43,44,16,120073768000,24227745300,2,175267400,28,4417100,1111,166600,58903,10000,1096200,,,
26,2003-05-31,4,5,7,18,20,25,31,80193026000,3495069900,5,74680900,39,2173500,1340,80600,72252,10000,1097093,,,
27,2003-06-07,1,20,26,28,37,43,27,76145050000,9543982500,2,198832900,16,5494500,579,189800,33509,10000,625925,,,
28,2003-06-14,9,18,23,25,35,37,1,75448366000,1700361100,10,128815200,22,2434600,1164,97900,57870,10000,938483,,,
29,2003-06-21,1,5,13,34,39,40,11,74523120000,3552594000,5,174146700,17,3936800,752,139800,42347,10000,765661,,,
30,2003-06-28,8,17,20,35,36,44,4,72399690000,8728555500,2,132250800,22,3336600,872,137500,42319,10000,710466,,,
31,2003-07-05,7,9,18,23,28,35,32,71317306000,8106672900,2,93180100,29,2391300,1130,92500,58406,10000,863641,,,
32,2003-07-12,6,14,19,25,34,44,11,71179198000,1634528300,10,55596200,49,2264500,1203,103300,52704,10000,834746,,,
33,2003-07-19,4,7,32,33,40,41,9,67457252000,14903517600,1,60583400,41,2336700,1063,95200,52142,10000,888943,,,
34,2003-07-26,9,26,35,37,40,42,2,69389894000,3056918000,5,56609500,45,2015300,1264,74300,68519,10000,922063,,,
35,2003-08-02,2,3,11,26,37,43,39,66143062000,5054598200,3,105304100,24,2708700,933,107800,46866,10000,779854,,,
36,2003-08-09,1,10,23,26,28,40,31,66856686000,16014475800,1,140477800,19,3475300,768,139300,38321,10000,673755,,,
37,2003-08-16,7,27,30,33,35,37,42,65509794000,4985999400,3,124649900,20,2908900,857,107600,46334,10000,782490,,,
38,2003-08-23,16,17,22,30,37,43,36,67369284000,5374866400,3,149301800,18,3957900,679,147700,36377,10000,681031,,,
39,2003-08-30,6,7,13,15,21,43,8,66094476000,2623748800,6,104949900,25,3753500,699,135400,38752,10000,680975,,,
40,2003-09-06,7,13,18,19,25,26,6,65699086000,1147652400,13,56513100,44,2356900,1055,76400,65081,10000,798374,,,
41,2003-09-13,13,20,23,35,38,43,34,57624562000,0,0,109404000,21,3282100,700,135900,33805,10000,583744,,,
42,2003-09-20,17,18,19,21,23,32,1,119909740000,6899280100,6,131479800,35,3275200,1405,115700,79543,10000,1393691,,,
43,2003-09-27,6,31,35,38,39,44,1,74686296000,17749630800,1,140870000,21,3194600,926,131200,45078,10000,776043,,,
44,2003-10-04,3,11,21,30,38,45,39,69956950000,3362155800,5,121817200,23,3569100,785,139700,40092,10000,696051,,,
45,2003-10-11,1,10,20,27,33,35,17,71216232000,8356417800,2,103165600,27,3129700,890,122500,45470,10000,775339,,,
46,2003-10-18,8,13,15,23,31,38,39,68181568000,5327758800,3,68304600,39,2554000,1043,117700,45243,10000,745199,,,
47,2003-10-25,14,17,26,31,36,45,27,67756694000,3250042400,5,246215300,11,3002600,902,133400,40580,10000,679466,,,
48,2003-11-01,6,10,18,26,37,38,3,65806832000,2415673600,6,96626900,25,1888700,1279,83200,58047,10000,874668,,,
49,2003-11-08,4,7,16,19,33,40,30,64501142000,1967504600,7,46845300,49,1543600,1487,69000,66451,10000,929635,,,
50,2003-11-15,2,10,12,15,22,44,1,65563234000,5227061400,3,186680700,14,3164000,826,129700,40296,10000,664631,,,
51,2003-11-22,2,3,11,16,26,44,35,62553680000,2421117000,6,93119800,26,2519300,961,105900,45707,10000,706567,,,
52,2003-11-29,2,4,15,16,20,29,1,64393446000,3900844900,4,200043300,13,3887200,669,150000,34665,10000,619109,,,
53,2003-12-06,7,8,14,32,33,39,42,64996010000,5014371000,3,100287400,25,3126100,802,110500,45372,10000,742615,,,
54,2003-12-13,1,8,21,27,36,39,37,63833006000,5148626600,3,171620800,15,3580400,719,147700,34854,10000,617337,,,
55,2003-12-20,17,21,31,37,40,44,7,62195764000,7088799600,2,98455500,24,3245700,728,111000,42550,10000,746855,,,
56,2003-12-27,10,14,30,31,33,37,19,65258932000,3777570900,4,86840700,29,1853100,1359,122300,41156,10000,744566,,,
57,2004-01-03,7,10,16,25,29,44,6,70132666000,4114411900,4,109717600,25,2857200,960,124500,44050,10000,763692,,,
58,2004-01-10,10,24,25,33,40,44,1,66638136000,3676429200,4,62844900,39,1859600,1318,84200,58215,10000,880954,,,
59,2004-01-17,6,29,36,39,41,45,13,67563698000,4127587300,4,119640200,23,4226900,651,157100,35026,10000,626460,,,
60,2004-01-24,2,8,25,36,39,42,11,65405936000,2172504600,7,93873600,27,2329500,1088,110800,45712,10000,735708,,,
61,2004-01-31,14,15,19,30,38,43,8,73312994000,3541038800,5,268260500,11,3740000,789,143100,41227,10000,714784,,,
62,2004-02-07,3,8,15,27,29,35,21,66740368000,15817286400,1,119827900,22,3179900,829,126400,41686,10000,700804,,,
63,2004-02-14,3,20,23,36,38,40,5,67074050000,7922245500,2,101567200,26,3204700,824,127200,41505,10000,712954,,,
64,2004-02-21,14,15,18,21,26,36,39,65085154000,3899818000,4,236352600,11,3993600,651,140000,37117,10000,654379,,,
65,2004-02-28,4,25,33,36,40,43,39,66685144000,3727945800,4,92048000,27,2477800,1003,94500,52556,10000,848960,,,
66,2004-03-06,2,3,7,17,22,24,45,63378796000,3685138200,4,129303000,19,3125600,786,122200,40188,10000,712181,,,
67,2004-03-13,3,7,10,15,36,38,33,64314872000,2114436500,7,39787700,62,2537900,972,105500,46740,10000,748901,,,
68,2004-03-20,10,12,15,16,26,39,38,63813236000,2945882100,5,122745000,20,3255800,754,113400,43265,10000,735760,,,
69,2004-03-27,5,8,14,15,19,39,35,63711302000,4962712200,3,124067800,20,3239300,766,120300,41220,10000,704209,,,
70,2004-04-03,5,19,22,25,28,43,26,63232578000,5031277800,3,179688400,14,3508500,717,136700,36781,10000,645990,,,
71,2004-04-10,5,9,12,16,29,41,21,62889986000,0,0,88745200,28,3177500,782,125700,39516,10000,659631,,,
72,2004-04-17,2,4,11,17,26,27,1,125651214000,3260524600,13,104081800,44,1824500,2510,80300,113994,10000,1702959,,,
73,2004-04-24,3,12,18,32,40,43,38,72635862000,2766662100,6,106410000,26,2029800,1363,99500,55608,10000,865131,,,
74,2004-05-01,6,15,17,18,35,40,23,68902158000,5284949800,3,66061800,40,2588100,1021,109100,48438,10000,802633,,,
75,2004-05-08,2,5,24,32,34,44,28,66138372000,3914616900,4,137354900,19,3194300,817,127900,40782,10000,697174,,,
76,2004-05-15,1,3,15,22,25,37,43,65083924000,7451022600,2,146098400,17,2956700,840,111600,44504,10000,770522,,,
77,2004-05-22,2,18,29,32,43,44,37,64420666000,5155758600,3,135677800,19,3615500,713,139200,37033,10000,643154,,,
78,2004-05-29,10,13,25,29,33,35,38,61257794000,3519850000,4,106662100,22,2578600,910,110500,42450,10000,716323,,,
79,2004-06-05,3,12,24,27,30,32,14,60390004000,3416443800,4,73471910,31,1904373,1196,92154,49431,10000,741871,,,
80,2004-06-12,17,18,24,25,26,30,1,60160440000,13809540000,1,143849375,16,2651602,868,114362,40251,10000,706432,,,
81,2004-06-19,5,7,11,13,20,33,6,60983308000,2714288880,5,113095370,20,2162436,1046,87580,51654,10000,787258,,,
82,2004-06-26,1,2,3,14,27,42,39,61302808000,14562494400,1,121354120,20,3810177,637,134320,36139,10000,638058,,,
83,2004-07-03,6,10,15,17,19,34,14,62512062000,7086948300,2,157487740,15,2775930,851,102880,45924,10000,763287,,,
84,2004-07-10,16,23,27,34,42,45,11,62780760000,7669779000,2,150387824,17,4026131,635,157805,32402,10000,582445,,,
85,2004-07-17,6,8,13,23,31,36,21,59451304000,3462109800,4,74453975,31,2804464,823,110577,41746,10000,664492,,,
86,2004-07-24,2,12,37,39,41,45,33,59835968000,14252186400,1,148460275,16,3887667,611,135515,35057,10000,616434,,,
87,2004-07-31,4,12,16,23,34,43,26,83793642000,1799358055,11,99964337,33,2639059,1250,120466,54768,10000,890859,,,
88,2004-08-07,1,17,20,24,30,41,27,51910612000,3069709650,4,66015262,31,1729902,1183,63321,64639,5000,1098115,,,
89,2004-08-14,4,26,28,29,33,40,37,55102179000,4248321900,3,70805365,30,1585195,1340,58463,72667,5000,1261896,,,
90,2004-08-21,17,20,29,35,38,44,10,55493544000,3291435300,4,64537948,34,1691820,1297,64645,67888,5000,1160774,,,
91,2004-08-28,1,21,24,26,29,42,27,59061052000,3582902400,4,74643800,32,1982242,1205,74431,64183,5000,1128902,,,
92,2004-09-04,3,14,24,33,35,36,17,58296001000,1233270846,11,45219931,50,1393098,1623,57011,79319,5000,1307607,,,
93,2004-09-11,6,22,24,36,38,44,19,57236313000,2269178150,6,87276083,26,1552106,1462,66160,68597,5000,1185275,,,
94,2004-09-18,5,32,34,40,41,45,6,57144729000,2245339950,6,59087894,38,1659527,1353,63155,71106,5000,1223793,,,
95,2004-09-25,8,17,27,31,34,43,14,60077493000,1747741238,8,48548368,48,1348566,1728,56540,82432,5000,1347106,,,
96,2004-10-02,1,3,8,21,22,31,20,54217572000,1847133515,7,56710240,38,1800326,1197,66002,65301,5000,1111779,,,
97,2004-10-09,6,7,14,15,20,36,3,57713200000,1496214000,9,48789587,46,1454518,1543,58123,77227,5000,1282678,,,
98,2004-10-16,6,9,16,23,24,32,43,56231084000,3177972300,4,47081072,45,1126941,1880,48251,87818,5000,1385812,,,
99,2004-10-23,1,3,10,27,29,37,11,56207491000,2169219050,6,54230477,40,1372056,1581,56196,77203,5000,1282311,,,
100,2004-10-30,1,7,11,23,37,42,6,56561977000,3315315525,4,61394732,36,1431484,1544,57484,76899,5000,1235777,,,
101,2004-11-06,1,3,17,32,35,45,8,57585065000,2707297500,5,59370560,38,1605752,1405,61634,73210,5000,1246344,,,
102,2004-11-13,17,22,24,26,35,40,42,56937962000,1457153067,9,91072067,24,1616664,1352,57919,75476,5000,1322337,,,
103,2004-11-20,5,14,15,27,30,45,10,57420615000,1691589563,8,59354020,38,1424797,1583,59679,75587,5000,1231156,,,
104,2004-11-27,17,32,33,34,42,44,35,56533705000,6610743750,2,95807881,23,1704240,1293,61361,71824,5000,1246208,,,
105,2004-12-04,8,10,20,34,41,45,28,57479716000,3416781450,4,87609781,26,1711386,1331,65904,69127,5000,1192263,,,
106,2004-12-11,4,10,12,22,24,33,29,57384485000,810461157,16,54030744,40,1051182,2056,46205,93551,5000,1415989,,,
107,2004-12-18,1,4,5,6,9,31,17,57545202000,6679927800,2,63618360,35,1020928,2181,48590,91651,5000,1301235,,,
108,2004-12-25,7,18,22,23,29,44,12,58875228000,1998900772,7,56879291,41,1595111,1462,65853,70827,5000,1223421,,,
109,2005-01-01,1,5,34,36,42,44,33,62584098000,1246838200,12,80441175,31,1670246,1493,68153,73179,5000,1271057,,,
110,2005-01-08,7,20,22,23,29,43,1,57625490000,4566262000,3,60082395,38,1640181,1392,61980,73674,5000,1196287,,,
111,2005-01-15,7,18,31,33,36,40,27,57876999000,2199047450,6,43118578,51,1268194,1734,50633,86863,5000,1389605,,,
112,2005-01-22,26,29,30,33,41,42,43,59292005000,1567271167,9,73465836,32,1715991,1370,66933,70247,5000,1227387,,,
113,2005-01-29,4,9,28,33,36,45,26,59258248000,1561528934,9,54471940,43,1583701,1479,64428,72711,5000,1241238,,,
114,2005-02-05,11,14,19,26,28,41,2,60079401000,2362345050,6,57618172,41,1584404,1491,60185,78504,5000,1283250,,,
115,2005-02-12,1,2,6,9,25,28,31,59130557000,1488589567,9,65673070,34,1122053,1990,48739,91627,5000,1447287,,,
116,2005-02-19,2,4,25,31,34,37,17,61606084000,1997747315,7,41619736,56,1343346,1735,50725,91897,5000,1499198,,,
117,2005-02-26,5,10,22,34,36,44,35,59429610000,1558378334,9,46751350,50,1423610,1642,59662,78361,5000,1267826,,,
118,2005-03-05,3,4,10,17,19,22,38,57171934000,1297989720,10,52763810,41,1294624,1671,51983,83233,5000,1390561,,,
119,2005-03-12,3,11,13,14,17,21,38,57800632000,1474899400,9,45149982,49,1142743,1936,51856,85327,5000,1355365,,,
120,2005-03-19,4,6,10,11,32,37,30,57418983000,4364530300,3,70395650,31,1359667,1605,54286,80400,5000,1377368,,,
121,2005-03-26,12,28,30,34,38,43,9,57134544000,6839648100,2,73544604,31,1698870,1342,67589,67464,5000,1153689,,,
122,2005-04-02,1,11,16,17,36,40,8,56171704000,1450073800,9,57239756,38,1550329,1403,59989,72518,5000,1266949,,,
123,2005-04-09,7,17,18,28,30,45,27,54097448000,2532982680,5,55547866,38,1429126,1477,58036,72742,5000,1188107,,,
124,2005-04-16,4,16,23,25,29,42,1,54180838000,1395936267,9,56592011,37,1359679,1540,55808,75040,5000,1230275,,,
125,2005-04-23,2,8,32,33,35,36,18,53149705000,1754870786,7,56870813,36,1417832,1444,55140,74261,5000,1220272,,,
126,2005-04-30,7,20,22,27,40,43,1,52748965000,1369301500,9,58684350,35,1427347,1439,57558,71370,5000,1166992,,,
127,2005-05-07,3,5,10,29,32,43,35,50752603000,1965939150,6,45719516,43,1537091,1279,58532,67175,5000,1143382,,,
128,2005-05-14,12,30,34,36,37,45,39,52310392000,2064043100,6,89741005,23,1731580,1192,65221,63294,5000,1102953,,,
129,2005-05-21,19,23,25,28,38,42,17,51555754000,1093629655,11,40099754,50,1361160,1473,56381,71124,5000,1145600,,,
130,2005-05-28,7,19,24,27,42,45,31,51359012000,3036496650,4,67477704,30,1590206,1273,63672,63587,5000,1087239,,,
131,2005-06-04,8,10,11,14,15,21,37,50231773000,1451214488,8,58634929,33,1176264,1645,52372,73893,5000,1153272,,,
132,2005-06-11,3,17,23,34,41,45,43,49921897000,2920473525,4,57264187,34,1408816,1382,59653,65277,5000,1098225,,,
133,2005-06-18,4,7,15,18,23,26,13,50889926000,1450242600,8,37914840,51,1319002,1466,50709,76266,5000,1221679,,,
134,2005-06-25,3,12,20,23,31,35,43,50445575000,2349155100,5,39152585,50,1366106,1433,56175,69698,5000,1129299,,,
135,2005-07-02,6,14,22,28,35,39,16,51062672000,1717293515,7,71553897,28,1406959,1424,60529,66201,5000,1099249,,,
136,2005-07-09,2,16,30,36,41,42,11,51144633000,1997694150,6,76834391,26,1561919,1279,59639,66993,5000,1119075,,,
137,2005-07-16,7,9,20,25,36,39,15,49978654000,1270403467,9,47640130,40,1207608,1578,52255,72935,5000,1186655,,,
138,2005-07-23,10,11,27,28,37,39,19,47688450000,2227152000,5,57998750,32,1483582,1251,60623,61230,5000,1056925,,,
139,2005-07-30,9,11,15,20,28,43,13,48371085000,1650210215,7,68758759,28,1706778,1128,67233,57271,5000,986618,,,
140,2005-08-06,3,13,17,18,19,28,8,45983464000,2109462840,5,51702521,34,1341898,1310,54617,64372,5000,1082575,,,
141,2005-08-13,8,12,29,31,42,43,2,48016958000,1900552400,6,65536290,29,1661323,1144,65308,58203,5000,1000591,,,
142,2005-08-20,12,16,30,34,40,44,19,48012844000,1018265564,11,66672150,28,1407859,1326,57795,64602,5000,1067644,,,
143,2005-08-27,26,27,28,42,43,45,8,49415357000,3954584700,3,56494068,35,1672837,1182,69221,57130,5000,986951,,,
144,2005-09-03,4,15,17,26,36,37,43,49202521000,1402440413,8,49208436,38,1248279,1498,50416,74181,5000,1180411,,,
145,2005-09-10,2,3,13,20,27,44,9,48913832000,3797838200,3,49971556,38,1560328,1217,60169,63120,5000,1093545,,,
146,2005-09-17,2,19,27,35,41,42,25,50677555000,6043415250,2,59249170,34,1456596,1383,64439,62524,5000,1038812,,,
147,2005-09-24,4,6,13,21,40,42,36,50345605000,1700040215,7,56668008,35,1632412,1215,63558,62412,5000,1067800,,,
148,2005-10-01,21,25,33,34,35,36,17,49523247000,2323596420,5,55323725,35,1634035,1185,61124,63358,5000,1079664,,,
149,2005-10-08,2,11,21,34,41,42,27,48406950000,1639052143,7,44470407,43,1632987,1171,63267,60450,5000,1016240,,,
150,2005-10-15,2,18,25,28,37,39,16,48763778000,2831645850,4,41038346,46,1475969,1279,57907,65200,5000,1100850,,,
151,2005-10-22,1,2,10,13,18,19,15,47357067000,2716634025,4,40246430,45,1214681,1491,53073,68250,5000,1113528,,,
152,2005-10-29,1,5,13,26,29,34,43,48180334000,2278131840,5,63281440,30,1603415,1184,62986,60282,5000,1021147,,,
153,2005-11-05,3,8,11,12,13,36,33,47777735000,2730526125,4,35006746,52,1258888,1446,50875,71562,5000,1137072,,,
154,2005-11-12,6,19,21,35,40,45,20,48022386000,2836628700,4,59096432,32,1590485,1189,62847,60181,5000,1020067,,,
155,2005-11-19,16,19,20,32,33,41,4,46140202000,1193005734,9,48365098,37,1390450,1287,56917,62882,5000,1035003,,,
156,2005-11-26,5,18,28,30,42,45,2,47344584000,1401099900,8,62271107,30,1518808,1230,62789,59506,5000,998192,,,
157,2005-12-03,19,26,30,33,35,39,37,46853365000,5484903750,2,65296474,28,1582945,1155,59313,61650,5000,1028734,,,
158,2005-12-10,4,9,13,18,21,34,7,46368888000,1069544340,10,39612754,45,1175841,1516,52499,67910,5000,1071741,,,
159,2005-12-17,1,18,30,41,42,43,32,44311926000,1755407300,6,73141971,24,1639036,1071,63911,54933,5000,920378,,,
160,2005-12-24,3,7,8,34,39,41,1,46833239000,5490805350,2,57195890,32,1696264,1079,62382,58680,5000,1022787,,,
161,2005-12-31,22,34,36,40,42,45,44,53096453000,1996876272,7,33275487,63,1517999,1381,63303,66233,5000,1116934,,,
162,2006-01-07,1,5,21,25,38,41,24,49050086000,2308265760,5,58289540,33,1641259,1172,62857,61205,5000,1057899,,,
163,2006-01-14,7,11,26,28,29,44,16,49018952000,1629726515,7,40454205,47,1367876,1390,57095,66604,5000,1099200,,,
164,2006-01-21,6,9,10,11,39,41,27,53052119000,4054937900,3,51986384,39,1246906,1626,54186,74835,5000,1250274,,,
165,2006-01-28,5,13,18,19,22,42,31,58088118000,6767426700,2,56395223,40,1469583,1535,57240,78820,5000,1297194,,,
166,2006-02-04,9,12,27,36,39,45,14,52157466000,1111299982,11,72763690,28,1351947,1507,57594,70751,5000,1140980,,,
167,2006-02-11,24,27,28,30,36,39,4,52744392000,2491222920,5,57667198,36,1581127,1313,64666,64208,5000,1122401,,,
168,2006-02-18,3,10,31,40,42,43,30,51496212000,2349946920,5,36264613,54,1268322,1544,52569,74504,5000,1233043,,,
169,2006-02-25,16,27,35,37,43,45,19,52076183000,2482888380,5,66744312,31,1766929,1171,65994,62705,5000,1069471,,,
170,2006-03-04,2,11,13,15,31,42,10,49718245000,1923108250,6,71226232,27,1469144,1309,57381,67030,5000,1125608,,,
171,2006-03-11,4,16,25,29,34,35,1,50357474000,1961339700,6,103228406,19,1420232,1381,54893,71461,5000,1113068,,,
172,2006-03-18,4,19,21,24,26,41,35,50758266000,1081154073,11,104321885,19,1553383,1276,60564,65456,5000,1111595,,,
173,2006-03-25,3,9,24,30,33,34,18,52286521000,1487736788,8,31486493,63,1369924,1448,50637,78349,5000,1261354,,,
174,2006-04-01,13,14,18,22,35,39,16,52340568000,1771103058,7,79472574,26,1559462,1325,63580,64999,5000,1101483,,,
175,2006-04-08,19,26,28,31,33,36,17,50895147000,2371132620,5,41165497,48,1466922,1347,58473,67585,5000,1137627,,,
176,2006-04-15,4,17,30,32,33,34,15,50488528000,2314663080,5,48222148,40,1256604,1535,50305,76689,5000,1191081,,,
177,2006-04-22,1,10,13,16,37,43,6,50480325000,1693285500,7,65849992,30,1567857,1260,61316,64437,5000,1097033,,,
178,2006-04-29,1,5,11,12,18,23,9,49582758000,2254621080,5,42701157,44,1199778,1566,50364,74612,5000,1200574,,,
179,2006-05-06,5,9,17,25,39,43,32,47291694000,1081093920,10,33996665,53,1170016,1540,51514,69956,5000,1125523,,,
180,2006-05-13,2,15,20,21,29,34,22,48895477000,5763371550,2,54889253,35,1496203,1284,61109,62876,5000,1047300,,,
181,2006-05-20,14,21,23,32,40,45,44,49124446000,1941763300,6,80906805,24,1574829,1233,64046,60637,5000,1028918,,,
182,2006-05-27,13,15,27,29,34,40,35,47222594000,3721439400,3,42289085,44,1515245,1228,63071,59004,5000,1000820,,,
183,2006-06-03,2,18,24,34,40,42,5,45938460000,1777221500,6,71088860,25,1373433,1294,52944,67137,5000,1039403,,,
184,2006-06-10,1,2,6,16,20,33,41,45503351000,1747753050,6,56379131,31,1313113,1331,55183,63344,5000,1054829,,,
185,2006-06-17,1,2,4,8,19,38,14,45783088000,3522485800,3,51801262,34,1434237,1228,53422,65938,5000,1055823,,,
186,2006-06-24,4,10,14,19,21,45,9,45484428000,1187882600,9,38735303,46,1524230,1169,60849,58566,5000,984795,,,
187,2006-07-01,1,2,8,18,29,38,42,45855961000,1544733900,7,94852082,19,1438300,1253,60295,59780,5000,981217,,,
188,2006-07-08,19,24,27,30,31,34,36,45176242000,3501405200,3,53051594,33,1326290,1320,57188,61227,5000,1016219,,,
189,2006-07-15,8,14,32,35,37,45,28,43650551000,3461775100,3,52451138,33,1595289,1085,66327,52193,5000,903280,,,
190,2006-07-22,8,14,18,30,31,44,15,44864459000,1784159450,6,54065438,33,1756063,1016,66337,53791,5000,918127,,,
191,2006-07-29,5,6,24,25,32,37,8,44534869000,2577114675,4,74698977,23,1500504,1145,57606,59650,5000,1017334,,,
192,2006-08-05,4,8,11,18,37,45,33,42035065000,2445348375,4,42900849,38,1484729,1098,58467,55766,5000,943042,,,
193,2006-08-12,6,14,18,26,36,39,13,43788477000,3404449700,3,85111243,20,1499758,1135,58059,58638,5000,974398,,,
194,2006-08-19,15,20,23,26,39,44,28,44511515000,2650567875,4,84145012,21,1648364,1072,65985,53559,5000,917061,,,
195,2006-08-26,7,10,19,22,35,40,31,44374725000,918992591,11,25527572,66,996346,1691,47916,70324,5000,1067833,,,
196,2006-09-02,35,36,37,41,44,45,30,45773496000,727876520,15,67395975,27,1198743,1518,62663,58079,5000,937967,,,
197,2006-09-09,7,12,16,34,42,45,4,45993306000,1803018300,6,42929008,42,1467062,1229,61588,58551,5000,993294,,,
198,2006-09-16,12,19,20,25,41,45,2,45614021000,1797855050,6,71914202,25,1712243,1050,64564,55693,5000,965692,,,
199,2006-09-23,14,21,22,25,30,36,43,45021068000,5344252200,2,77452931,23,1698206,1049,64281,55426,5000,939272,,,
200,2006-09-30,5,6,13,14,17,20,7,46640423000,1344616613,8,30910727,58,1292590,1387,54137,66233,5000,1078398,,,
201,2006-10-07,3,11,24,38,39,44,26,42254768000,9719465400,1,43781376,37,1202607,1347,53073,61045,5000,985655,,,
202,2006-10-14,12,14,27,33,39,44,17,48304034000,1893391700,6,47334793,40,1536844,1232,60558,62532,5000,1043620,,,
203,2006-10-21,1,3,11,24,30,32,7,47033359000,2164564740,5,41948930,43,1358287,1328,53913,66916,5000,1095728,,,
204,2006-10-28,3,12,14,35,40,45,5,46077750000,1358347125,8,78744761,23,1534856,1180,62837,57646,5000,985516,,,
205,2006-11-04,1,3,21,29,35,37,30,46330516000,1835221800,6,87391515,21,1671423,1098,65466,56067,5000,962608,,,
206,2006-11-11,1,2,3,15,20,25,43,44326979000,2032859340,5,47056930,36,1093641,1549,50992,66445,5000,1044599,,,
207,2006-11-18,3,11,14,31,32,37,38,45282336000,2104673760,5,47402563,37,1457935,1203,57627,60871,5000,1020444,,,
208,2006-11-25,14,25,31,34,40,44,24,45516378000,1760767400,6,51787277,34,1438536,1224,54787,64277,5000,1030103,,,
209,2006-12-02,2,7,18,20,24,33,37,43753377000,1660896350,6,48849893,34,1223046,1358,50351,65973,5000,1053545,,,
210,2006-12-09,10,19,22,23,25,37,39,44757963000,5139085950,2,37239754,46,1319745,1298,53262,64325,5000,1049739,,,
211,2006-12-16,12,13,17,20,33,41,8,45332675000,1035800250,10,59528750,29,1319828,1308,53295,64785,5000,1080600,,,
212,2006-12-23,11,12,18,21,31,38,8,46139120000,2660747250,4,49273098,36,1444489,1228,55382,64059,5000,1066249,,,
213,2006-12-30,2,3,4,5,20,24,42,48745094000,1376678025,8,55623355,33,928463,1977,38462,95451,5000,1203368,,,
214,2007-01-06,5,7,20,25,28,37,32,49195740000,1406980875,8,52110403,36,1309124,1433,53433,70219,5000,1167625,,,
215,2007-01-13,2,3,7,15,43,44,4,47675761000,1587689615,7,57884518,32,1484219,1248,56218,65898,5000,1062967,,,
216,2007-01-20,7,16,17,33,36,40,1,48342018000,848506108,13,29181427,63,703840,2612,46441,79174,5000,1157342,,,
217,2007-01-27,16,20,27,33,35,39,38,48260644000,1611246172,7,64820249,29,1558696,1206,58601,64156,5000,1066490,,,
218,2007-02-03,1,8,14,18,29,44,20,47018314000,2779075800,4,71258354,26,1540081,1203,61255,60492,5000,996397,,,
219,2007-02-10,4,11,20,26,35,37,16,46903745000,1208409167,9,44210092,41,1402952,1292,56743,63889,5000,1065147,,,
220,2007-02-17,5,11,19,21,34,43,31,50383399000,1958094950,6,69931963,28,1486785,1317,58216,67271,5000,1122150,,,
